ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
101.81.133.jja,2017-06-30,00:00:00,0.0,1608552.0,0001047469-17-004337,-index.htm,200.0,80251.0,1.0,0.0,0.0,9.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0000898430-02-001167,-index.htm,200.0,2825.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-003827,-index.htm,200.0,3021.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-005350,-index.htm,200.0,2952.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-003547,-index.htm,200.0,3061.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-10-000003,-index.htm,200.0,2716.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001371385-06-000003,-index.htm,200.0,2768.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001144204-06-036568,-index.htm,200.0,2772.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-004108,-index.htm,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0001193125-04-067355,-index.htm,200.0,2861.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001351930-06-000042,-index.htm,200.0,2769.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-005886,-index.htm,200.0,2985.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-05-000002,-index.htm,200.0,2715.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0000930413-03-001723,-index.htm,200.0,2726.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001361234-06-000006,-index.htm,200.0,2761.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0001193125-04-052715,-index.htm,200.0,2781.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0001162318-03-000346,-index.htm,200.0,2737.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0001125282-01-502758,-index.htm,200.0,2642.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-07-000003,-index.htm,200.0,2716.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001351930-07-000004,-index.htm,200.0,2756.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-06-000007,-index.htm,200.0,2722.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001019965-07-000162,-index.htm,200.0,2803.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-08-000004,-index.htm,200.0,2717.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0001193125-04-052717,-index.htm,200.0,2820.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1353083.0,0001068238-06-000177,-index.htm,200.0,2759.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-09-000003,-index.htm,200.0,2718.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-003904,-index.htm,200.0,2853.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-004707,-index.htm,200.0,2960.0,1.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,725363.0,0001236031-06-000018,primary_doc.xml,200.0,1470.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,746598.0,0001345100-06-000317,edgar.xml,200.0,1696.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,352915.0,0001181431-06-052579,-index.htm,200.0,2878.0,1.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,725363.0,0001236031-06-000019,xslF345X02/primary_doc.xml,200.0,3539.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,746598.0,0001345100-06-000318,xslF345X02/edgar.xml,200.0,3770.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,108985.0,0000108985-06-000074,xslF345X02/primary_doc.xml,200.0,3586.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,352915.0,0001181431-06-052579,xslF345X02/rrd130175.xml,200.0,3723.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,1255821.0,0001369224-06-000002,-index.htm,200.0,2751.0,1.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,725363.0,0001236031-06-000019,-index.htm,200.0,2812.0,1.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,1228055.0,0001228055-06-000002,primary_doc.xml,200.0,1244.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,746598.0,0001345100-06-000318,-index.htm,200.0,2823.0,1.0,0.0,0.0,10.0,0.0,
115.111.60.idd,2017-06-30,00:00:00,0.0,109563.0,0000109563-17-000076,-index.htm,200.0,10733.0,1.0,0.0,0.0,10.0,0.0,
115.111.60.idd,2017-06-30,00:00:00,0.0,109563.0,0000109563-17-000076,-index.htm,301.0,288.0,1.0,0.0,1.0,10.0,0.0,
116.226.185.ceb,2017-06-30,00:00:00,0.0,858446.0,0001191638-09-000211,-index.htm,200.0,6634.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1053092.0,0000950103-17-006275,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006267,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,312070.0,0001193125-17-218445,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1100663.0,0001193125-17-218506,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1053092.0,0000950103-17-006266,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1053092.0,0000950103-17-006247,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1100663.0,0001193125-17-218506,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006267,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1515156.0,0001515156-17-000082,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006303,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,312070.0,0001193125-17-218445,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006303,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
121.40.65.ebc,2017-06-30,00:00:00,0.0,354707.0,0001104659-17-041803,-index.htm,206.0,2838.0,1.0,0.0,0.0,10.0,0.0,
121.40.65.ebc,2017-06-30,00:00:00,0.0,354707.0,0001104659-17-041803,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
121.40.66.aie,2017-06-30,00:00:00,0.0,1290476.0,0001144204-17-034040,-index.htm,206.0,2917.0,1.0,0.0,0.0,10.0,0.0,
121.40.66.aie,2017-06-30,00:00:00,0.0,1290476.0,0001144204-17-034040,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
128.138.64.cej,2017-06-30,00:00:00,0.0,745543.0,0000745543-06-000004,.txt,200.0,71811.0,0.0,0.0,0.0,10.0,0.0,
128.138.64.cej,2017-06-30,00:00:00,0.0,913293.0,0000950134-06-015373,.txt,200.0,1329822.0,0.0,0.0,0.0,10.0,0.0,
128.250.0.cdg,2017-06-30,00:00:00,0.0,935419.0,0001144204-16-116924,v446146_ex10-1.htm,200.0,53983.0,0.0,0.0,0.0,10.0,0.0,
128.250.0.cdg,2017-06-30,00:00:00,0.0,935419.0,0001144204-15-044347,v416311_ex10-1.htm,200.0,52662.0,0.0,0.0,0.0,10.0,0.0,
128.250.0.cdg,2017-06-30,00:00:00,0.0,935419.0,0001144204-14-056912,v389471_ex10-1.htm,200.0,54211.0,0.0,0.0,0.0,10.0,0.0,
137.135.107.cje,2017-06-30,00:00:00,0.0,1642616.0,0001213900-17-006980,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
137.135.107.cje,2017-06-30,00:00:00,0.0,1643304.0,0000899243-17-017517,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
137.135.107.cje,2017-06-30,00:00:00,0.0,1642616.0,0001213900-17-006980,-index.htm,200.0,10101.0,1.0,0.0,0.0,10.0,0.0,
139.199.159.caf,2017-06-30,00:00:00,0.0,1598655.0,0000930413-17-000182,-index.htm,200.0,2831.0,1.0,0.0,0.0,1.0,0.0,
144.203.129.hji,2017-06-30,00:00:00,0.0,1178862.0,0001178862-14-000006,bir-20131231x10k.htm,200.0,2880122.0,0.0,0.0,0.0,10.0,0.0,
146.88.97.jag,2017-06-30,00:00:00,0.0,1541157.0,0001144204-17-034986,-index.htm,200.0,2680.0,1.0,0.0,0.0,10.0,0.0,
146.88.97.jag,2017-06-30,00:00:00,0.0,1541157.0,0001144204-17-034986,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,860516.0,0000898432-17-000491,-index.htm,301.0,658.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000490,-index.htm,200.0,3212.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000490,-index.htm,301.0,657.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000494,-index.htm,301.0,657.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000494,-index.htm,200.0,3162.0,1.0,0.0,0.0,10.0,0.0,
155.201.34.ahg,2017-06-30,00:00:00,0.0,1326801.0,0001326801-15-000006,fb-12312014x10k.htm,200.0,147514.0,0.0,0.0,0.0,9.0,0.0,
157.55.39.eih,2017-06-30,00:00:00,0.0,84748.0,0000084748-09-000026,xslF345X03/primary_doc.xml,200.0,3815.0,0.0,0.0,0.0,10.0,0.0,
158.132.91.haf,2017-06-30,00:00:00,0.0,1521342.0,0001127602-16-047493,.txt,200.0,2357.0,0.0,0.0,0.0,10.0,0.0,
158.132.91.haf,2017-06-30,00:00:00,0.0,1521342.0,0001127602-16-047493,.txt,301.0,645.0,0.0,0.0,0.0,10.0,0.0,
162.249.57.hhg,2017-06-30,00:00:00,0.0,1034462.0,0001181431-14-026967,.txt,200.0,5998.0,0.0,0.0,0.0,10.0,0.0,
162.249.57.hhg,2017-06-30,00:00:00,0.0,1034462.0,0001181431-14-025941,.txt,200.0,5902.0,0.0,0.0,0.0,10.0,0.0,
162.27.66.bbb,2017-06-30,00:00:00,0.0,1615165.0,0001193125-17-084011,-index.htm,200.0,2623.0,1.0,0.0,0.0,1.0,0.0,
163.117.2.gai,2017-06-30,00:00:00,0.0,1095330.0,0001140361-08-006920,.txt,200.0,3048752.0,0.0,0.0,0.0,10.0,0.0,
163.172.71.jda,2017-06-30,00:00:00,0.0,785186.0,0001179110-06-013044,-index.htm,301.0,291.0,1.0,0.0,1.0,10.0,0.0,
163.172.71.jda,2017-06-30,00:00:00,0.0,785186.0,0001179110-06-013044,-index.htm,301.0,688.0,1.0,0.0,0.0,10.0,0.0,
163.172.71.jda,2017-06-30,00:00:00,0.0,785186.0,0001179110-06-013044,-index.htm,200.0,2778.0,1.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1205948.0,0000009389-04-000014,.txt,200.0,10875.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1134780.0,0001012870-01-500021,.txt,200.0,22185.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-003180,.txt,200.0,7692.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1206628.0,0001091818-04-000076,.txt,200.0,10728.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,860857.0,0000860857-01-500004,.txt,200.0,11112.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,893738.0,0000893738-01-500002,.txt,200.0,10873.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-002884,.txt,200.0,8226.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-003181,.txt,200.0,8233.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1021848.0,0000899681-01-000008,.txt,200.0,2682134.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1101396.0,0001044197-01-000022,.txt,200.0,11116.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-002883,.txt,200.0,7689.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1171486.0,0000950129-02-004761,.txt,200.0,7270.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1194790.0,0000101830-05-000041,.txt,200.0,5872.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1177929.0,9999999997-02-041556,.txt,200.0,1875.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1177929.0,9999999997-02-050668,.txt,200.0,1875.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1019531.0,0001019531-05-000002,.txt,200.0,13518.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1140378.0,9999999997-02-041105,.txt,200.0,1937.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1007660.0,0001193125-05-008844,.txt,200.0,93703.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1164034.0,0001181431-05-009290,.txt,200.0,5664.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,1016395.0,0000950147-03-000475,.txt,200.0,5731.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,882835.0,0001209191-06-014524,.txt,200.0,11505.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,889409.0,0000950128-00-000105,.txt,200.0,13655.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,1143548.0,0001077048-03-000078,.txt,200.0,110156.0,0.0,0.0,0.0,10.0,0.0,
